Category,Word To guess,Number of words,Total number of letters,First word letters
Title And Author,Portable Fan,2,11,8
Title And Author,Portable Grill,2,13,8
Title And Author,Portable Heater,2,14,8
Title And Author,Portable Phonographs,2,19,8
Title And Author,Portable Pool,2,12,8
Title And Author,Portable Speaker System,3,21,8
Title And Author,Portable Speakers,2,16,8
Title And Author,Portable Television,2,18,8
Title And Author,Portable Wireless Outdoor Speaker,4,30,8
Title And Author,Postage Stamp,2,12,7
Title And Author,Potpourri Bowl,2,13,9
Title And Author,Power Adapter,2,12,5
Title And Author,Power Lawn Mower,3,14,5
Title And Author,Power Reclining Sofa,3,18,5
Title And Author,Power Strip,2,10,5
Title And Author,Power Tools,2,10,5
Title And Author,Power Washer,2,11,5
Title And Author,Powerful Dish Detergent,3,21,8
Title And Author,Power-Reclining Sofa,2,18,14
Title And Author,Pre-Printed Address Labels,3,23,10
Title And Author,Prescription Eyeglasses,2,22,12
Title And Author,Pressed Pillowcases,2,18,7
Title And Author,Pretty Artistic Papercuts,3,23,6
Title And Author,Pretty Fine-Cut Crystal Glassware,4,29,6
Title And Author,Printed Cotton Sheets,3,19,7
Title And Author,Private Swimming Pool,3,19,7
Title And Author,Pruning Shears,2,13,7
Title And Author,Psychedelic Black-Light Poster,3,27,11
Title And Author,Psychedelic Black-Light Posters,3,28,11
Title And Author,Puffy Beanbag Chair,3,17,5
Title And Author,Puffy Quilt,2,10,5
Title And Author,Pure Essential Oils,3,17,4
Title And Author,Pure Eucalyptus Oil,3,17,4
Title And Author,Purple Suit,2,10,6
Title And Author,Queen-Size Bed,2,12,9
Title And Author,Queen-Size Upholstered Panel Bed,4,28,9
Title And Author,Rain Barrel,2,10,4
Title And Author,Rake & Shovel,2,10,4
Title And Author,Rake And Shovel,3,13,4
Title And Author,Reading Desk,2,11,7
Title And Author,Reading Pillow,2,13,7
Title And Author,Ready To Wear Jackets,4,18,5
Title And Author,Ready-To-Wear Jackets,2,18,11
Title And Author,Rechargeable Electric Toothbrush,3,30,12
Title And Author,Reclining Chair,2,14,9
Title And Author,Reclining Lounge Chair,3,20,9
Title And Author,Rectangular Platter,2,18,11
Title And Author,Recycled Glass Vase,3,17,8
Title And Author,Recycling Bin,2,12,9
Title And Author,Red & White Checkered Tablecloth,4,27,3
Title And Author,Red Checkered Tablecloths,3,23,3
Title And Author,Red White & Blue Table Setting,5,24,3
Title And Author,Red-Checkered Tablecloths,2,23,12
Title And Author,Refurbished Furniture,2,20,11
Title And Author,Remote Control,2,13,6
Title And Author,Removable Shelves,2,16,9
Title And Author,Restored Rocking Horse,3,20,8
Title And Author,Retractable Awning,2,17,11
Title And Author,Retractable Screen Door,3,21,11
Title And Author,Reusable Shopping Bag,3,19,8
Title And Author,Reversible Place Mats,3,19,10
Title And Author,Riding Lawn Mower,3,15,6
Title And Author,Ripped Jeans,2,11,6
Title And Author,Robot Vacuum Cleaner,3,18,5
Title And Author,Robotic Vacuum,2,13,7
Title And Author,Rocking Chair,2,12,7
Title And Author,Roll Of Toilet Paper,4,17,4
Title And Author,Roll-Top Desk,2,11,7
Title And Author,Romantic Canopy Bed,3,17,8
Title And Author,Room Perfume,2,11,4
Title And Author,Room Perfumes,2,12,4
Title And Author,Room Sprays,2,10,4
Title And Author,Roomy Hall Closet,3,15,5
Title And Author,Rose Water,2,9,4
Title And Author,Round Dining Table,3,16,5
Title And Author,Rubber Boots,2,11,6
Title And Author,Rubber Ducky,2,11,6
Title And Author,Rubbing Alcohol,2,14,7
Title And Author,Ruffled Bed Skirt,3,15,7
Title And Author,Ruffled Bedspread,2,16,7
Title And Author,Rustic Metal Decorations,3,22,6
Title And Author,Rustic Wooden Table,3,17,6
Title And Author,Safety Pins,2,10,6
Title And Author,Salad Bowl,2,9,5
Title And Author,Sanitized Garbage Bags,3,20,9
Title And Author,Sanitized Garbage Pails,3,21,9
Title And Author,Satellite Television,2,19,9
Title And Author,Satin Bedsheets,2,14,5
Title And Author,Satin Sheets,2,11,5
Title And Author,Satin Slip,2,9,5
Title And Author,Scarf & Earmuffs,2,13,5
Title And Author,Scented Bar Of Soap,4,16,7
Title And Author,Scented Bath Oil,3,14,7
Title And Author,Scented Bath Salts,3,16,7
Title And Author,Scented Bath Soaps,3,16,7
Title And Author,Scented Bed Sheets,3,16,7
Title And Author,Scented Body Lotion,3,17,7
Title And Author,Scented Candle,2,13,7
Title And Author,Scented Candles,2,14,7
Title And Author,Scented Candles In Mason Jars,5,25,7
Title And Author,Scented Decorative Candles,3,24,7
Title And Author,Scented Garbage Bags,3,18,7
Title And Author,Scented Hand Lotion,3,17,7
Title And Author,Scented Hand Soap,3,15,7
Title And Author,Scented Hand Soap & Moisturizer,4,26,7
Title And Author,Scented Hangers,2,14,7
Title And Author,Scented Lotion,2,13,7
Title And Author,Scented Mini-Candles,2,18,7
Title And Author,Scented Pillow,2,13,7
Title And Author,Scented Shampoo,2,14,7
Title And Author,Scented Shower Gel,3,16,7
Title And Author,Scrap Paper,2,10,5
Title And Author,Scrapbooks,1,10,10
Title And Author,Scratching Post,2,14,10
Title And Author,Sectional Covers,2,15,9
Title And Author,Sectional Sofa,2,13,9
Title And Author,Self Sticking Address Labels,4,25,4
Title And Author,Set Of Six Shot Glasses,5,19,3
Title And Author,Sewing Kit,2,9,6
Title And Author,Sewing Machine,2,13,6
Title And Author,Shag Carpeting,2,13,4
Title And Author,Shag Rug,2,7,4
Title And Author,Shampoo & Conditioner,2,18,7
Title And Author,Sharp Pruning Shears,3,18,5
Title And Author,Sharp Scissors,2,13,5
Title And Author,Shaving Cream,2,12,7
Title And Author,Sheer Linen Curtains,3,18,5
Title And Author,Sheets And Pillowcases,3,20,6
Title And Author,Shimmering Crystal Chandelier,3,27,10
Title And Author,Shoe Rack,2,8,4
Title And Author,Shoebox,1,7,7
Title And Author,Shoebox Filled With Receipts,4,25,7
Title And Author,Shopping Receipts,2,16,8
Title And Author,Short Drinking Glasses,3,20,5
Title And Author,Shovel & Pick,2,10,6
Title And Author,Shower,1,6,6
Title And Author,Shower Caddy,2,11,6
Title And Author,Shower Curtain,2,13,6
Title And Author,Shower Gel,2,9,6
Title And Author,Shower Radio,2,11,6
Title And Author,Shower Stall,2,11,6
Title And Author,Shrimp Pasta,2,11,6
Title And Author,Sideboard Set,2,12,9
Title And Author,Sideboards Hutches & Consoles,3,25,10
Title And Author,"Sideboards, Hutches & Consoles",3,25,11
Title And Author,Side-By-Side Refrigerator,2,22,10
Title And Author,Silk Bed Linens,3,13,4
Title And Author,Silver Bowl,2,10,6
Title And Author,Silver Brooch,2,12,6
Title And Author,Silver Candlestick,2,17,6
Title And Author,Silver Candlesticks,2,18,6
Title And Author,Silver Flatware,2,14,6
Title And Author,Silver Light Fixtures,3,19,6
Title And Author,Silver Pearl Hairpin,3,18,6
Title And Author,Silver Platter,2,13,6
Title And Author,Silver Platters,2,14,6
Title And Author,Silver Serving Tray,3,17,6
Title And Author,Simple & Flavorful Ingredients,3,26,6
Title And Author,Sipping Cocktails,2,16,7
Title And Author,Skin Care Products,3,16,4
Title And Author,Skin Cream,2,9,4
Title And Author,Skin Moisturizer,2,15,4
Title And Author,Skin-Soothing Lotion,2,18,12
Title And Author,Sleeping Cap,2,11,8
Title And Author,Sliding Doors,2,12,7
Title And Author,Sliding Glass Door,3,16,7
Title And Author,Sliding Glass Doors,3,17,7
Title And Author,Sliding Glass Shower Door,4,22,7
Title And Author,Sliding Mirrored Doors,3,20,7
Title And Author,Sliding-Glass Shower Door,3,22,12
Title And Author,Small Coffee Table,3,16,5
Title And Author,Small Refrigerator,2,17,5
Title And Author,Small Space Heater,3,16,5
Title And Author,Small Teacup,2,11,5
Title And Author,Small Toolkit,2,12,5
Title And Author,Small Vacuum,2,11,5
Title And Author,Smart Touch Refrigerator,3,22,5
Title And Author,Smelly Gym Bag,3,12,6
Title And Author,Snowblower,1,10,10
Title And Author,Snug Baby Booties,3,15,4
Title And Author,Soap Dish,2,8,4
Title And Author,Soap Holder,2,10,4
Title And Author,Soap On A Rope,4,11,4
Title And Author,Soap Scum,2,8,4
Title And Author,Sock Drawer,2,10,4
Title And Author,Sofa & Love Seat,3,12,4
Title And Author,Sofa Bed,2,7,4
Title And Author,Sofa Cover,2,9,4
Title And Author,Sofa Cushion,2,11,4
Title And Author,Sofa Cushions,2,12,4
Title And Author,Sofas & Couches,2,12,5
Title And Author,Sofas & Lounge Chairs,3,17,5
Title And Author,Sofas & Sectionals,2,15,5
Title And Author,Soft & Comfy Couch Cushion,4,21,4
Title And Author,Soft & Furry Blanket,3,16,4
Title And Author,Soft Bathmat,2,11,4
Title And Author,Soft Blanket,2,11,4
Title And Author,Soft Comforter,2,13,4
Title And Author,Soft Cotton Bathrobe,3,18,4
Title And Author,Soft Cotton Bedspread,3,19,4
Title And Author,Soft Cotton Robe,3,14,4
Title And Author,Soft Feather Beds,3,15,4
Title And Author,Soft Fluffy Pillow,3,16,4
Title And Author,Soft Nylon Shaving Brush,4,21,4
Title And Author,Soft Pillow,2,10,4
Title And Author,Soft Pillowcase,2,14,4
Title And Author,Soft Pillowcases & Shams,3,20,4
Title And Author,Soft Plush Carpeting,3,18,4
Title And Author,Soft Sofa,2,8,4
Title And Author,Soft Toilet Seat,3,14,4
Title And Author,Soft Velvet Pillows,3,17,4
Title And Author,Soft Warm Blankets,3,16,4
Title And Author,Solid Brass Doorstop,3,18,5
Title And Author,Solid Oak Armoire,3,15,5
Title And Author,Solid Pine Door,3,13,5
Title And Author,Solid Wooden Table,3,16,5
Title And Author,Solid-Oak Bookcase,2,16,8
Title And Author,Soothing Bath Salts,3,17,8
Title And Author,Space Heater,2,11,5
Title And Author,Space-Saver Bags,2,14,10
Title And Author,Spanish - Pendant Lamps,3,19,7
Title And Author,Spanish-Pendant Lamps,2,19,14
Title And Author,Spare Battery,2,12,5
Title And Author,Spare Flashlight,2,15,5
Title And Author,Spare Keys,2,9,5
Title And Author,Sparkling Kitchen Floor,3,21,9
Title And Author,Sparkling-Clean Bathtub,2,21,14
Title And Author,Specialty Soaps,2,14,9
Title And Author,Spice Grinder,2,12,5
Title And Author,Spiral Staircase,2,15,6
Title And Author,Spray Bottle Filled With Warm Water,6,30,5
Title And Author,Spray Cologne,2,12,5
Title And Author,Spring Flower Arrangement,3,23,6
Title And Author,Square Dining Table,3,17,6
Title And Author,Square Mirror,2,12,6
Title And Author,Square Platter,2,13,6
Title And Author,Squeaky Door,2,11,7
Title And Author,Stack Of Books,3,12,5
Title And Author,Stack Of Comic Books,4,17,5
Title And Author,Stackable Baskets,2,16,9
Title And Author,Stackable Plastic Storage Containers,4,33,9
Title And Author,Stainless Steel Bath Accessories,4,29,9
Title And Author,Stainless Steel Dishwasher,3,24,9
Title And Author,Stainless Steel Polish,3,20,9
Title And Author,Stainless-Steel Bath Accessories,3,29,14
Title And Author,Stainless-Steel Polish,2,20,14
Title And Author,Stainless-Steel Soap Pump,3,22,14
Title And Author,Standing Halogen Lamp,3,19,8
Title And Author,Standing Lamp,2,12,8
Title And Author,Standing Lamps,2,13,8
Title And Author,Standing Mirror,2,14,8
Title And Author,Steam Iron,2,9,5
Title And Author,Steam Mop,2,8,5
Title And Author,Steel Outdoor Firepit,3,19,5
Title And Author,Steel Toolbox,2,12,5
Title And Author,Step Stool,2,9,4
Title And Author,Stepladder,1,10,10
Title And Author,Stereo Headphones,2,16,6
Title And Author,Stereo Hi-Fi Console,3,17,6
Title And Author,Stereo Speakers,2,14,6
Title And Author,Sterling Silver Serving Dish,4,25,8
Title And Author,Stocking Hung On The Fireplace Mantel,6,32,8
Title And Author,Stocking Stuffers,2,16,8
Title And Author,Stockings Hung On The Fireplace Mantel,6,33,9
Title And Author,Stone Cut Floors,3,14,5
Title And Author,Stone Fireplace,2,14,5
Title And Author,Stone-Cut Floor,2,13,8
Title And Author,Storage Bench,2,12,7
Title And Author,Storage Cabinet,2,14,7
Title And Author,Storage Cabinets,2,15,7
Title And Author,Storage Footboard,2,16,7
Title And Author,Storage Ottoman,2,14,7
Title And Author,Straw Welcome Mat,3,15,5
Title And Author,Strawberry Shower Gel,3,19,10
Title And Author,Striped Bathmat,2,14,7
Title And Author,Striped Rug,2,10,7
Title And Author,Striped Wallpaper,2,16,7
Title And Author,Stunning Table Setting,3,20,8
Title And Author,Sturdy Shelves,2,13,6
Title And Author,Sturdy Table,2,11,6
Title And Author,Sturdy Wooden Table,3,17,6
Title And Author,Styling Gel & Hairbrush,3,19,7
Title And Author,Styling Gel And Hairbrush,4,22,7
Title And Author,Stylish Ballet Flats,3,18,7
Title And Author,Stylish End Tables,3,16,7
Title And Author,Stylish Patio Lights,3,18,7
Title And Author,Stylish Pole Lamps,3,16,7
Title And Author,Stylish Wall Hangings,3,19,7
Title And Author,Stylish Warm Sweater,3,18,7
Title And Author,Sudsy Soap,2,9,5
Title And Author,Suede Couch,2,10,5
Title And Author,Suede Jacket,2,11,5
Title And Author,Suit Pants,2,9,4
Title And Author,Sunburst Clock,2,13,8
Title And Author,Sunken Bathtub,2,13,6
Title And Author,Surround – Sound Speakers,4,21,8
Title And Author,Surround Sound Speakers,3,21,8
Title And Author,Surround Sound Stereo,3,19,8
Title And Author,Surround-Sound Speakers,2,21,13
Title And Author,Suspension Candlestick,2,21,10
Title And Author,Sweater Beanies,2,14,7
Title And Author,Swedish Cuckoo Clock,3,18,7
Title And Author,Sweet Smelling Soap,3,17,5
Title And Author,Sweet Toffee,2,11,5
Title And Author,Sweet-Smelling Shampoo,2,20,13
Title And Author,Sweet-Smelling Soap,2,17,13
Title And Author,Swivel Armchair,2,14,6
Title And Author,Table Centerpiece,2,16,5
Title And Author,Table Lamp,2,9,5
Title And Author,Table Linens,2,11,5
Title And Author,Table Settings,2,13,5
Title And Author,Tablecloth,1,10,10
Title And Author,Tablecloth & Napkins,2,17,10
Title And Author,Tables & Chairs,2,12,6
Title And Author,Tables And Chairs,3,15,6
Title And Author,Tabletop Decor,2,13,8
Title And Author,Tableware,1,9,9
Title And Author,Tackle Box,2,9,6
Title And Author,Talcum Powder,2,12,6
Title And Author,Tall Bamboo Screens,3,17,4
Title And Author,Tall Building,2,12,4
Title And Author,Tall Coffee Table,3,15,4
Title And Author,Teal Accent Chair,3,15,4
Title And Author,Teapot,1,6,6
Title And Author,Telephone Jack,2,13,9
Title And Author,Television Console,2,17,10
Title And Author,Terry-Cloth Bathrobe,2,18,10
Title And Author,Thanksgiving Centerpiece,2,23,12
Title And Author,Thanksgiving Centrepiece,2,23,12
Title And Author,Thanksgiving Tablecloth,2,22,12
Title And Author,The City Of Chicago,4,16,3
Title And Author,The Good China,3,12,3
Title And Author,Thermal Socks,2,12,7
Title And Author,Thermal Water Jug,3,15,7
Title And Author,Thick Bath Towel,3,14,5
Title And Author,Thick Bath Towels,3,15,5
Title And Author,Thick Plush Wall-To-Wall Carpeting,4,29,5
Title And Author,Thick Wool Snow Gloves,4,19,5
Title And Author,Thigh-High Stockings,2,18,9
Title And Author,Three-Piece Canister Set,3,21,10
Title And Author,Three-Tiered Shelves,2,18,11
Title And Author,Throw Pillow,2,11,5
Title And Author,Throw Pillows,2,12,5
Title And Author,Throw Rugs,2,9,5
Title And Author,Throws & Blankets,2,14,6
Title And Author,Throws And Blankets,3,17,6
Title And Author,Thumbtack,1,9,9
Title And Author,Tie & Belt Rack,3,11,3
Title And Author,Tie-Dyed T-Shirt,2,13,7
Title And Author,Tiffany Lamp,2,11,7
Title And Author,Tin Pail,2,7,3
Title And Author,Tissue Dispenser,2,15,6
Title And Author,Tissue Paper,2,11,6
Title And Author,To-Do List,2,8,4
Title And Author,Toilet Bowl Cleaner,3,17,6
Title And Author,Toilet Brush,2,11,6
Title And Author,Toilet Tank,2,10,6
Title And Author,Tool Chests,2,10,4
Title And Author,Toolkits,1,8,8
Title And Author,Toothbrush,1,10,10
Title And Author,Toothpaste And Mouthwash,3,22,10
Title And Author,Toothpaste With Baking Soda And Peroxide,6,35,10
Title And Author,Toothpicks,1,10,10
Title And Author,Towel Racks,2,10,5
Title And Author,Tower Clocks,2,11,5
Title And Author,Toy Telephone,2,12,3
Title And Author,Traditional Bunk Beds,3,19,11
Title And Author,Trash Can,2,8,5
Title And Author,Trees & Shrubbery,2,14,5
Title And Author,Trial Size Toiletries,3,19,5
Title And Author,Trick-Or-Treat,1,12,12
Title And Author,Trundle Bed,2,10,7
Title And Author,Trunk In The Attic,4,15,5
Title And Author,Tub-And-Tile Cleaner,2,17,10
Title And Author,Tube Of Toothpaste,3,16,4
Title And Author,Tube Sock,2,8,4
Title And Author,Tube Socks,2,9,4
Title And Author,Twin Beds,2,8,4
Title And Author,Twist Ties,2,9,5
Title And Author,Two-Drawer Nightstand,2,19,9
Title And Author,Two-Piece Sectional,2,17,8
Title And Author,Two-Tone Striped Scarf,3,19,7
Title And Author,Two-Toned Striped Scarf,3,20,8
Title And Author,Ugly Sweater,2,11,4
Title And Author,Unique Decor,2,11,6
Title And Author,Universal Remote Control,3,22,9
Title And Author,Unscented Baby Powder,3,19,9
Title And Author,Upholstered Furniture,2,20,11
Title And Author,Upholstered Ottoman,2,18,11
Title And Author,Upright Vacuum,2,13,7
Title And Author,Upright Vacuum Cleaner,3,20,7
Title And Author,Upscale Furniture,2,16,7
Title And Author,Upside-Down Tomato Planter,3,23,10
Title And Author,Usb Power Adapter,3,15,3
Title And Author,Utensil Drawer,2,13,7
Title And Author,Utility Drawer,2,13,7
Title And Author,Vacuum Cleaner,2,13,6
Title And Author,Vacuum Cleaner Bag,3,16,6
Title And Author,Valentine Wreath,2,15,9
Title And Author,Vanity Bench,2,11,6
Title And Author,Vanity Mirror,2,12,6
Title And Author,Vanity Table,2,11,6
Title And Author,Vase Full Of Flowers,4,17,4
Title And Author,Vaulted Ceilings,2,15,7
Title And Author,Velvet Drapes,2,12,6
Title And Author,Velvet Drapes – Around The House,6,26,6
Title And Author,Velvet Pillows,2,13,6
Title And Author,Vertical Blinds,2,14,8
